arm,outcome,model,subgroup_var,subgroup_level,N,events,AUROC,calibration_slope,calibration_intercept,TPR,FPR,positive_rate,equal_opportunity_diff,demographic_parity_diff,equalised_odds_diff
survey,neonatal,lightgbm,hh_wealth_quintile,Q4,44583.0,1190.0,0.6444218920024858,0.8802059062849573,-0.43661986158139776,0.5890756302521009,0.38243495494665036,0.38795056411636725,,,
survey,neonatal,lightgbm,hh_wealth_quintile,Q5,37587.0,939.0,0.6334436247416344,0.8146326157840579,-0.5920351934668238,0.4536741214057508,0.2564123553809212,0.26134035703833774,,,
survey,neonatal,lightgbm,mat_age_cat,_DISPARITY_,,,,,,,,,0.34347787258708073,0.3933495734485304,0.39293214413704175
survey,neonatal,lightgbm,mat_urban_rural,_DISPARITY_,,,,,,,,,0.06334878656791754,0.04864765677648414,0.06334878656791754
survey,neonatal,lightgbm,hh_wealth_quintile,_DISPARITY_,,,,,,,,,0.13708046730940893,0.1266102070780295,0.13708046730940893
survey,neonatal,xgboost,mat_age_cat,20-34,173614.0,4224.0,0.648074331195314,0.9261657229863427,-0.23781951291739004,0.3963068181818182,0.19180589172914575,0.19678136555807713,,,
survey,neonatal,xgboost,mat_age_cat,<20,32703.0,1124.0,0.6528006950652709,0.8884429843863647,-0.40681520232311724,0.7802491103202847,0.5851040248266253,0.5918111488242669,,,
survey,neonatal,xgboost,mat_age_cat,>=35,43518.0,1328.0,0.6483082573241532,0.8770145664860816,-0.40848180548167773,0.5858433734939759,0.3874614837639251,0.3935153269911301,,,
survey,neonatal,xgboost,mat_urban_rural,Rural,162664.0,4431.0,0.6612820736207021,0.8950051959552934,-0.37521739047093633,0.5341909275558565,0.29775710502866026,0.30419760979688193,,,
survey,neonatal,xgboost,mat_urban_rural,Urban,70814.0,1834.0,0.6459870466460494,0.9197091652911231,-0.2377585804706329,0.4367502726281352,0.23659031603363292,0.2417742254356483,,,
survey,neonatal,xgboost,hh_wealth_quintile,Q1,61901.0,1698.0,0.6673588624290723,0.9251913218720644,-0.24381388229003767,0.5223792697290931,0.2860156470607777,0.2924993134198155,,,
survey,neonatal,xgboost,hh_wealth_quintile,Q2,54720.0,1471.0,0.6612018285014472,0.9313851983119228,-0.2465541789364468,0.5350101971447995,0.3028789273037991,0.30911915204678364,,,
survey,neonatal,xgboost,hh_wealth_quintile,Q3,50804.0,1377.0,0.6552477007420067,0.8821853496922751,-0.4148177176125979,0.5221496005809731,0.28980112084488235,0.2960987323832769,,,
survey,neonatal,xgboost,hh_wealth_quintile,Q4,44583.0,1190.0,0.644377602630018,0.9292499368564646,-0.24657774072662247,0.49831932773109244,0.29500149793745534,0.30042841441805174,,,
survey,neonatal,xgboost,hh_wealth_quintile,Q5,37587.0,939.0,0.6364156722016366,0.8610144616029809,-0.4249495624550189,0.3652822151224707,0.18513970748744815,0.18964003511852504,,,
survey,neonatal,xgboost,mat_age_cat,_DISPARITY_,,,,,,,,,0.3839422921384665,0.39502978326618976,0.3932981330974795
survey,neonatal,xgboost,mat_urban_rural,_DISPARITY_,,,,,,,,,0.0974406549277213,0.062423384361233625,0.0974406549277213
survey,neonatal,xgboost,hh_wealth_quintile,_DISPARITY_,,,,,,,,,0.16972798202232875,0.1194791169282586,0.16972798202232875
survey,neonatal,random_forest,mat_age_cat,20-34,173614.0,4224.0,0.6335657158898598,0.7716999318491602,-0.7987398405608123,0.3307291666666667,0.14591180116890018,0.15040837720460332,,,
survey,neonatal,random_forest,mat_age_cat,<20,32703.0,1124.0,0.6308769741908081,0.8065420327334593,-0.5825421521194137,0.6645907473309609,0.4854808575319041,0.49163685288811426,,,
survey,neonatal,random_forest,mat_age_cat,>=35,43518.0,1328.0,0.6425298045702602,0.752184959577948,-0.8116799882428636,0.5225903614457831,0.3161886703010192,0.3224872466565559,,,
survey,neonatal,random_forest,mat_urban_rural,Rural,162664.0,4431.0,0.646217807895636,0.765567554961824,-0.824339784715978,0.4646806589934552,0.24841215170034064,0.25430334923523334,,,
survey,neonatal,random_forest,mat_urban_rural,Urban,70814.0,1834.0,0.63816609321748,0.8498897860645749,-0.43275335244989727,0.3549618320610687,0.1676572919686866,0.17250826107831785,,,
survey,neonatal,random_forest,hh_wealth_quintile,Q1,61901.0,1698.0,0.6572937748290055,0.790458837815669,-0.7191987515294351,0.4799764428739694,0.24827666395362358,0.2546323968918111,,,
survey,neonatal,random_forest,hh_wealth_quintile,Q2,54720.0,1471.0,0.645199159818642,0.7735221631222625,-0.7928712665598918,0.4568320870156356,0.24809855584142426,0.25370979532163745,,,
survey,neonatal,random_forest,hh_wealth_quintile,Q3,50804.0,1377.0,0.639294896125429,0.7588920874616248,-0.8147969282149042,0.4233841684822077,0.21310215064640783,0.21880166915990867,,,
survey,neonatal,random_forest,hh_wealth_quintile,Q4,44583.0,1190.0,0.6295473052908855,0.8015211626209741,-0.6643352051915207,0.3983193277310924,0.22369967506279814,0.22836058587353925,,,
survey,neonatal,random_forest,hh_wealth_quintile,Q5,37587.0,939.0,0.6314480110583163,0.7818730630252027,-0.6721698874470579,0.31309904153354634,0.1352324819908317,0.13967595179184292,,,
survey,neonatal,random_forest,mat_age_cat,_DISPARITY_,,,,,,,,,0.3338615806642942,0.34122847568351095,0.33956905636300394
survey,neonatal,random_forest,mat_urban_rural,_DISPARITY_,,,,,,,,,0.10971882693238649,0.0817950881569155,0.10971882693238649
survey,neonatal,random_forest,hh_wealth_quintile,_DISPARITY_,,,,,,,,,0.16687740134042306,0.11495644509996819,0.16687740134042306
survey,neonatal,naive_bayes,mat_age_cat,20-34,173614.0,4224.0,0.6092341739667022,0.9527277649950181,-0.2546554260457816,0.4640151515151515,0.29446248302733335,0.29858767150114623,,,
survey,neonatal,naive_bayes,mat_age_cat,<20,32703.0,1124.0,0.5818720440032956,0.9168543767878459,0.0004129743992708989,0.4261565836298932,0.3209411317647804,0.3245573800568755,,,
survey,neonatal,naive_bayes,mat_age_cat,>=35,43518.0,1328.0,0.6155227302906816,0.9038904206642921,-0.24419566479546853,0.545933734939759,0.38108556529983406,0.38611608989383706,,,
survey,neonatal,naive_bayes,mat_urban_rural,Rural,162664.0,4431.0,0.6141739723081451,1.0178976175873662,0.04078741241186013,0.5165876777251185,0.3450860439984074,0.349757782914474,,,
survey,neonatal,naive_bayes,mat_urban_rural,Urban,70814.0,1834.0,0.607554826790627,0.9295880521986348,-0.2462552732175605,0.42748091603053434,0.2815163815598724,0.2852966927443726,,,
survey,neonatal,naive_bayes,hh_wealth_quintile,Q1,61901.0,1698.0,0.6118481753537947,0.9920116974565127,-0.009357670162064883,0.48881036513545345,0.32290749630417087,0.32745836093116426,,,
survey,neonatal,naive_bayes,hh_wealth_quintile,Q2,54720.0,1471.0,0.6111770478571621,0.9306215883500473,-0.250384774531073,0.5071380013596193,0.3327010835884242,0.337390350877193,,,
survey,neonatal,naive_bayes,hh_wealth_quintile,Q3,50804.0,1377.0,0.6117341259519643,0.9281562624669312,-0.24894022467455612,0.49455337690631807,0.3278774758735104,0.33239508700102355,,,
survey,neonatal,naive_bayes,hh_wealth_quintile,Q4,44583.0,1190.0,0.6066684263639317,1.0058943715892585,-0.015363354439550489,0.49495798319327733,0.3473371281082202,0.35127739272816993,,,
survey,neonatal,naive_bayes,hh_wealth_quintile,Q5,37587.0,939.0,0.5986182713058219,0.8317713300001479,-0.5657998531325984,0.33759318423855167,0.20634141017245142,0.20962034746055816,,,
survey,neonatal,naive_bayes,mat_age_cat,_DISPARITY_,,,,,,,,,0.11977715130986583,0.08752841839269082,0.11977715130986583
survey,neonatal,naive_bayes,mat_urban_rural,_DISPARITY_,,,,,,,,,0.08910676169458415,0.06446109017010143,0.08910676169458415
survey,neonatal,naive_bayes,hh_wealth_quintile,_DISPARITY_,,,,,,,,,0.16954481712106761,0.14165704526761178,0.16954481712106761
survey,neonatal,catboost,mat_age_cat,20-34,173614.0,4224.0,0.6468970201621415,0.8832822329200721,-0.3933310897127056,0.4521780303030303,0.24303677903063936,0.24812515119748407,,,
survey,neonatal,catboost,mat_age_cat,<20,32703.0,1124.0,0.6493777003254223,0.8291554108231812,-0.5870759720629661,0.8087188612099644,0.6350422749295418,0.6410115279943736,,,
survey,neonatal,catboost,mat_age_cat,>=35,43518.0,1328.0,0.6471151196394966,0.8274314383308079,-0.5669060996310231,0.6362951807228916,0.4287745911353401,0.43510731191690794,,,
survey,neonatal,catboost,mat_urban_rural,Rural,162664.0,4431.0,0.6584372762269939,0.8632192010252558,-0.4833286749416469,0.5766192733017378,0.3479362711950099,0.3541656420597059,,,
survey,neonatal,catboost,mat_urban_rural,Urban,70814.0,1834.0,0.6446912685958631,0.918481551554139,-0.2375060386283496,0.5103598691384951,0.2935923456074224,0.29920637162143077,,,
survey,neonatal,catboost,hh_wealth_quintile,Q1,61901.0,1698.0,0.6639303219631062,0.8788661015487967,-0.39759483828909264,0.5600706713780919,0.32710994468714183,0.33350026655465986,,,
survey,neonatal,catboost,hh_wealth_quintile,Q2,54720.0,1471.0,0.661031030299666,0.8743378726192879,-0.4456626372764199,0.5778382053025153,0.3467670754380364,0.35297880116959063,,,
survey,neonatal,catboost,hh_wealth_quintile,Q3,50804.0,1377.0,0.6541029993118377,0.8668297584222953,-0.46145658709595977,0.5686274509803921,0.340846096263176,0.34701991969136287,,,
survey,neonatal,catboost,hh_wealth_quintile,Q4,44583.0,1190.0,0.6422881977440114,0.8577173917777279,-0.5049585680112981,0.5638655462184874,0.35800705182863596,0.36350178319090237,,,
survey,neonatal,catboost,hh_wealth_quintile,Q5,37587.0,939.0,0.6370539436980871,0.8210514496583216,-0.5608781627562744,0.4355697550585729,0.23742086880593757,0.24237103253784553,,,
survey,neonatal,catboost,mat_age_cat,_DISPARITY_,,,,,,,,,0.3565408309069341,0.3928863767968895,0.39200549589890243
survey,neonatal,catboost,mat_urban_rural,_DISPARITY_,,,,,,,,,0.06625940416324272,0.05495927043827514,0.06625940416324272
survey,neonatal,catboost,hh_wealth_quintile,_DISPARITY_,,,,,,,,,0.14226845024394236,0.12113075065305684,0.14226845024394236
survey,neonatal,logistic,mat_age_cat,20-34,173614.0,4224.0,0.6408145288094804,0.9560597305032338,-0.2542337090632124,0.5350378787878788,0.33590530727906015,0.34075016991717255,,,
survey,neonatal,logistic,mat_age_cat,<20,32703.0,1124.0,0.6284400958382744,1.101729321819937,0.6324919958730417,0.5854092526690391,0.3995693340511099,0.4059566400636027,,,
survey,neonatal,logistic,mat_age_cat,>=35,43518.0,1328.0,0.6359549331480936,0.8414594695971531,-0.404518105523853,0.5240963855421686,0.3172789760606779,0.3235902385219909,,,
survey,neonatal,logistic,mat_urban_rural,Rural,162664.0,4431.0,0.6395011488468815,0.9698063281541717,-0.11236027192064905,0.5705258406680208,0.36908862247445223,0.3745758127182413,,,
survey,neonatal,logistic,mat_urban_rural,Urban,70814.0,1834.0,0.6371258813184673,0.9276918665418654,-0.24254742312767236,0.48582333696837515,0.2921861409104088,0.29720111842291075,,,
survey,neonatal,logistic,hh_wealth_quintile,Q1,61901.0,1698.0,0.64253457193034,0.9887318076345264,-0.011461075389559858,0.5488810365135454,0.3430393834194309,0.34868580475275035,,,
survey,neonatal,logistic,hh_wealth_quintile,Q2,54720.0,1471.0,0.6386425119526506,0.9336581592234902,-0.24773917259377243,0.5622025832766825,0.36473924392946344,0.37004751461988306,,,
survey,neonatal,logistic,hh_wealth_quintile,Q3,50804.0,1377.0,0.6478810273945663,0.9803521771875909,-0.07595039654512652,0.5744371822803195,0.3576385376413701,0.36351468388315883,,,
survey,neonatal,logistic,hh_wealth_quintile,Q4,44583.0,1190.0,0.6345730839520838,0.9386717505541183,-0.2522265938541595,0.5714285714285714,0.383471988569585,0.38848888589821234,,,
survey,neonatal,logistic,hh_wealth_quintile,Q5,37587.0,939.0,0.6223638627297684,0.8742355994953062,-0.3992535199191808,0.4078807241746539,0.23024448810303427,0.23468220395349457,,,
survey,neonatal,logistic,mat_age_cat,_DISPARITY_,,,,,,,,,0.06131286712687045,0.08236640154161179,0.082290357990432
survey,neonatal,logistic,mat_urban_rural,_DISPARITY_,,,,,,,,,0.08470250369964566,0.07737469429533056,0.08470250369964566
survey,neonatal,logistic,hh_wealth_quintile,_DISPARITY_,,,,,,,,,0.1665564581056656,0.15380668194471778,0.1665564581056656
survey,neonatal,mlp,mat_age_cat,20-34,173614.0,4224.0,0.6464150454862994,0.8208235356065996,-0.6228925748223091,0.40577651515151514,0.20324694492000708,0.20817445597705253,,,
survey,neonatal,mlp,mat_age_cat,<20,32703.0,1124.0,0.6456886243267886,0.9085951075031703,-0.25477633549472595,0.6539145907473309,0.4518192469679217,0.45876525089441333,,,
survey,neonatal,mlp,mat_age_cat,>=35,43518.0,1328.0,0.636137037483901,0.8135027909822045,-0.6325234904186207,0.5632530120481928,0.3798056411471913,0.3854037409807436,,,
survey,neonatal,mlp,mat_urban_rural,Rural,162664.0,4431.0,0.6565386957969731,0.8305720043779147,-0.5845532879740554,0.5091401489505755,0.2860212471481929,0.2920990508041115,,,
survey,neonatal,mlp,mat_urban_rural,Urban,70814.0,1834.0,0.6344277994696359,0.8684874460235527,-0.41486724629371136,0.40239912758996726,0.21697593505363874,0.22177817945603975,,,
survey,neonatal,mlp,hh_wealth_quintile,Q1,61901.0,1698.0,0.6660891545442045,0.8624743016687466,-0.40945879730520607,0.46937573616018846,0.22892546883045695,0.23552123552123552,,,
survey,neonatal,mlp,hh_wealth_quintile,Q2,54720.0,1471.0,0.6606500233456765,0.8545260182943277,-0.523803326877613,0.530931339225017,0.3064282897331405,0.31246345029239764,,,
survey,neonatal,mlp,hh_wealth_quintile,Q3,50804.0,1377.0,0.6514828489316911,0.8256413442463034,-0.6129608690857545,0.5032679738562091,0.28164768244077126,0.28765451539248876,,,
survey,neonatal,mlp,hh_wealth_quintile,Q4,44583.0,1190.0,0.6333702120951623,0.8447835963692347,-0.5714976607580133,0.49159663865546216,0.31115617726361394,0.31597245586882894,,,
survey,neonatal,mlp,hh_wealth_quintile,Q5,37587.0,939.0,0.6314460350305553,0.7396478347675786,-0.8487665731613491,0.36315228966986157,0.1947173106308666,0.19892516029478277,,,
survey,neonatal,mlp,mat_age_cat,_DISPARITY_,,,,,,,,,0.2481380755958158,0.2505907949173608,0.2485723020479146
survey,neonatal,mlp,mat_urban_rural,_DISPARITY_,,,,,,,,,0.1067410213606082,0.07032087134807177,0.1067410213606082
survey,neonatal,mlp,hh_wealth_quintile,_DISPARITY_,,,,,,,,,0.16777904955515544,0.11704729557404617,0.16777904955515544
survey,perinatal,svm,mat_age_cat,20-34,176575.0,5111.0,0.6101476347239375,1.0896221651639395,0.21447862994647005,0.4721189591078067,0.3208895161666589,0.3252668837604417,,,
survey,perinatal,svm,mat_age_cat,<20,33059.0,1200.0,0.5819908424620986,1.3703827928465155,1.6494631100570118,0.21916666666666668,0.12533350073762517,0.12873952630146102,,,
survey,perinatal,svm,mat_age_cat,>=35,45371.0,1960.0,0.6158762838253635,0.8366536156494526,-0.39450850996013365,0.7663265306122449,0.6246803805487089,0.6307994093143198,,,
survey,perinatal,svm,mat_urban_rural,Rural,166643.0,5229.0,0.597887425731855,1.122735951040429,0.4138274167210846,0.479441575827118,0.3431300878486377,0.34740733184112144,,,
survey,perinatal,svm,mat_urban_rural,Urban,71434.0,2116.0,0.6055416276625667,1.0620847509412288,0.260305430417985,0.35207939508506614,0.21271531204016272,0.21684351989248818,,,
survey,perinatal,svm,hh_wealth_quintile,Q1,64092.0,1993.0,0.6034541158471146,1.0956867246006112,0.2887242889235473,0.5087807325639739,0.3673328072915828,0.3717312613118642,,,
survey,perinatal,svm,hh_wealth_quintile,Q2,56142.0,1869.0,0.6044850323065514,0.9077287869196231,-0.258862531082363,0.4884965222043874,0.3315644980008476,0.3367888568273307,,,
survey,perinatal,svm,hh_wealth_quintile,Q3,52100.0,1679.0,0.6117824959699958,1.00481934853175,0.010870991896899516,0.5181655747468732,0.3657801312945003,0.37069097888675623,,,
survey,perinatal,svm,hh_wealth_quintile,Q4,44960.0,1529.0,0.6321755282982793,1.0989039556100086,0.35684226235368777,0.565729234793983,0.3785084386728374,0.38487544483985764,,,
survey,perinatal,svm,hh_wealth_quintile,Q5,37573.0,1199.0,0.607711893853371,0.9151731157139084,-0.2584934319955847,0.4303586321934946,0.28677077033045584,0.29135283315146515,,,
survey,perinatal,svm,mat_age_cat,_DISPARITY_,,,,,,,,,0.5471598639455781,0.5020598830128588,0.5471598639455781
survey,perinatal,svm,mat_urban_rural,_DISPARITY_,,,,,,,,,0.12736218074205186,0.13056381194863326,0.13041477580847496
survey,perinatal,svm,hh_wealth_quintile,_DISPARITY_,,,,,,,,,0.1353706026004884,0.09352261168839249,0.1353706026004884
survey,perinatal,lightgbm,mat_age_cat,20-34,176575.0,5111.0,0.6266436542298052,0.9217125043373213,-0.2511111160452835,0.3934650753277245,0.2312205477534643,0.2359167492566898,,,
survey,perinatal,lightgbm,mat_age_cat,<20,33059.0,1200.0,0.6029915800872595,0.8919991330953623,-0.2541788819751168,0.5958333333333333,0.45575818450045513,0.4608427357149339,,,
survey,perinatal,lightgbm,mat_age_cat,>=35,45371.0,1960.0,0.6437254394282649,0.8698010690188039,-0.4248724819076789,0.8331632653061225,0.6700145124507614,0.6770624407661281,,,
survey,perinatal,lightgbm,mat_urban_rural,Rural,166643.0,5229.0,0.6325279991214001,0.9199116505138261,-0.25590436663312954,0.5023905144387072,0.32420360067899934,0.329794830865983,,,
survey,perinatal,lightgbm,mat_urban_rural,Urban,71434.0,2116.0,0.628343822647778,0.9086346384314458,-0.24576177498370194,0.3889413988657845,0.2225540263712167,0.22748271131394013,,,
survey,perinatal,lightgbm,hh_wealth_quintile,Q1,64092.0,1993.0,0.6340776390210712,0.8676423350023135,-0.46376094474057716,0.5263421976919217,0.33699415449524145,0.34288210697122884,,,
survey,perinatal,lightgbm,hh_wealth_quintile,Q2,56142.0,1869.0,0.6382728393207251,0.8654807000818168,-0.4182333737261566,0.5462814339218833,0.35990271405671326,0.36610737059598875,,,
survey,perinatal,lightgbm,hh_wealth_quintile,Q3,52100.0,1679.0,0.6418582043068713,0.921029891189057,-0.25657366841019463,0.5253126861226921,0.3421590210428195,0.3480614203454894,,,
survey,perinatal,lightgbm,hh_wealth_quintile,Q4,44960.0,1529.0,0.6487275720375806,0.9071793750909203,-0.25261383422357503,0.565729234793983,0.34581289862080083,0.3532918149466192,,,
survey,perinatal,lightgbm,hh_wealth_quintile,Q5,37573.0,1199.0,0.6256037900757917,0.8264565768775776,-0.5454278448946924,0.45204336947456214,0.2890801121680321,0.29428046735687863,,,
survey,perinatal,lightgbm,mat_age_cat,_DISPARITY_,,,,,,,,,0.439698189978398,0.4411456915094383,0.439698189978398
survey,perinatal,lightgbm,mat_urban_rural,_DISPARITY_,,,,,,,,,0.1134491155729227,0.10231211955204286,0.1134491155729227
survey,perinatal,lightgbm,hh_wealth_quintile,_DISPARITY_,,,,,,,,,0.11368586531942082,0.07182690323911012,0.11368586531942082
survey,perinatal,xgboost,mat_age_cat,20-34,176575.0,5111.0,0.6290261521293035,0.9209287958701463,-0.25076149124769476,0.478966934063784,0.30551602668781785,0.3105365991788192,,,
survey,perinatal,xgboost,mat_age_cat,<20,33059.0,1200.0,0.6057169219582117,0.8929964687076661,-0.2550360484917815,0.6675,0.5311842807369974,0.5361323694001633,,,
survey,perinatal,xgboost,mat_age_cat,>=35,45371.0,1960.0,0.6463251402470642,0.8471562360147133,-0.4947254852916952,0.8530612244897959,0.6887885558959711,0.6958850366974499,,,
survey,perinatal,xgboost,mat_urban_rural,Rural,166643.0,5229.0,0.6345138668533379,0.9186058954492625,-0.25571462811911283,0.5742971887550201,0.3912795668281562,0.3970223771775592,,,
survey,perinatal,xgboost,mat_urban_rural,Urban,71434.0,2116.0,0.6307638460396023,0.9095110842175195,-0.24619905570199066,0.473062381852552,0.2928243746213105,0.29816333958619146,,,
survey,perinatal,xgboost,hh_wealth_quintile,Q1,64092.0,1993.0,0.6366262417341515,0.8537738450372796,-0.5043419580453107,0.5815353738083292,0.3893460442197137,0.3953223491231355,,,
survey,perinatal,xgboost,hh_wealth_quintile,Q2,56142.0,1869.0,0.6404161364937069,0.8586747258831278,-0.43337448162144243,0.5981808453718566,0.41291249792714607,0.4190801895194329,,,
survey,perinatal,xgboost,hh_wealth_quintile,Q3,52100.0,1679.0,0.6432975147353388,0.920961454747124,-0.25645264985870475,0.5878499106611078,0.4016778723151068,0.40767754318618044,,,
survey,perinatal,xgboost,hh_wealth_quintile,Q4,44960.0,1529.0,0.6503824149983799,0.9106956986745904,-0.25531142148141966,0.6520601700457815,0.4349197577767033,0.44230427046263343,,,
survey,perinatal,xgboost,hh_wealth_quintile,Q5,37573.0,1199.0,0.6267559617068769,0.8052817914916756,-0.6175768524829273,0.5504587155963303,0.37037444328366415,0.3761211508263913,,,
survey,perinatal,xgboost,mat_age_cat,_DISPARITY_,,,,,,,,,0.37409429042601194,0.38534843751863074,0.38327252920815325
survey,perinatal,xgboost,mat_urban_rural,_DISPARITY_,,,,,,,,,0.10123480690246811,0.09885903759136777,0.10123480690246811
survey,perinatal,xgboost,hh_wealth_quintile,_DISPARITY_,,,,,,,,,0.10160145444945123,0.06618311963624213,0.10160145444945123
survey,perinatal,random_forest,mat_age_cat,20-34,176575.0,5111.0,0.6205966115434298,0.8216536965323313,-0.6331897135785577,0.4511837213852475,0.2888186441468763,0.2935183349851338,,,
survey,perinatal,random_forest,mat_age_cat,<20,33059.0,1200.0,0.5952187110915806,0.8655742502970818,-0.23863912689904043,0.5516666666666666,0.42666122602718226,0.43119876584288697,,,
survey,perinatal,random_forest,mat_age_cat,>=35,45371.0,1960.0,0.635109711918215,0.8398775523474374,-0.454863657174438,0.8535714285714285,0.7147497178134574,0.7207467324943245,,,
survey,perinatal,random_forest,mat_urban_rural,Rural,166643.0,5229.0,0.6236385814859174,0.8350743018788864,-0.5508419503433675,0.5599541021227769,0.38835540907232335,0.39373991106737155,,,
survey,perinatal,random_forest,mat_urban_rural,Urban,71434.0,2116.0,0.6221184212743864,0.9021543954271294,-0.2427422616437511,0.3879962192816635,0.2353789780432211,0.23989976761766105,,,
